Nome;TipoPosto;Municipio;Preco;Marca;Combustivel;DataAtualizacao;Distrito;Morada;Localidade;CodPostal;Latitude;Longitude
"OPTIMISTIKPRIORITY - COMB., LDA.";"Outro";"Sintra";"1,764 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Lisboa";"Rua António Feijó";"Rio de Mouro-Alto do Forte";"2725-223";38.787727;-9.341358
"OPTIMISTIKPRIORITY - COMB., LDA.";"Outro";"Sintra";"1,829 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Lisboa";"Rua António Feijó";"Rio de Mouro-Alto do Forte";"2725-223";38.787727;-9.341358
"OPTIMISTIKPRIORITY - COMB., LDA.";"Outro";"Sintra";"1,879 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Lisboa";"Rua António Feijó";"Rio de Mouro-Alto do Forte";"2725-223";38.787727;-9.341358
"GPAB II – Posto de Abastecimento, Unipessoal, Lda";"Outro";"Sintra";"1,714 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Lisboa";"Rua do Coudel";"Mem Martins";"2725-039";38.78678;-9.34589
"GPAB II – Posto de Abastecimento, Unipessoal, Lda";"Outro";"Sintra";"1,764 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Lisboa";"Rua do Coudel";"Mem Martins";"2725-039";38.78678;-9.34589
"GPAB II – Posto de Abastecimento, Unipessoal, Lda";"Outro";"Sintra";"1,829 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Lisboa";"Rua do Coudel";"Mem Martins";"2725-039";38.78678;-9.34589
"GPAB II – Posto de Abastecimento, Unipessoal, Lda";"Outro";"Sintra";"1,879 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Lisboa";"Rua do Coudel";"Mem Martins";"2725-039";38.78678;-9.34589
"GPAB – Posto de abastecimento Unipessoal, Lda.";"Outro";"Sintra";"1,714 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Lisboa";"Rua Leopoldo de Almeida";"São Carlos";"2725-357";38.782043;-9.348816
"GPAB – Posto de abastecimento Unipessoal, Lda.";"Outro";"Sintra";"1,764 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Lisboa";"Rua Leopoldo de Almeida";"São Carlos";"2725-357";38.782043;-9.348816
"GPAB – Posto de abastecimento Unipessoal, Lda.";"Outro";"Sintra";"1,829 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Lisboa";"Rua Leopoldo de Almeida";"São Carlos";"2725-357";38.782043;-9.348816
"GPAB – Posto de abastecimento Unipessoal, Lda.";"Outro";"Sintra";"1,879 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Lisboa";"Rua Leopoldo de Almeida";"São Carlos";"2725-357";38.782043;-9.348816
"PETROLINOS, LDA.";"Outro";"Sintra";"1,694 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Lisboa";"EN 9 Km 7,6";"Linhó";"2710-000";38.75701;-9.387909
"PETROLINOS, LDA.";"Outro";"Sintra";"1,744 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Lisboa";"EN 9 Km 7,6";"Linhó";"2710-000";38.75701;-9.387909
"PETROLINOS, LDA.";"Outro";"Sintra";"1,819 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Lisboa";"EN 9 Km 7,6";"Linhó";"2710-000";38.75701;-9.387909
"PETROLINOS, LDA.";"Outro";"Sintra";"1,869 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Lisboa";"EN 9 Km 7,6";"Linhó";"2710-000";38.75701;-9.387909
"ALVES MOTA, LDA.";"Outro";"Sintra";"1,694 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Lisboa";"EN 9 (Av. da Liberdade nº 158 C)";"Pero Pinheiro";"2715-097";38.85937;-9.32628
"ALVES MOTA, LDA.";"Outro";"Sintra";"1,754 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Lisboa";"EN 9 (Av. da Liberdade nº 158 C)";"Pero Pinheiro";"2715-097";38.85937;-9.32628
"ALVES MOTA, LDA.";"Outro";"Sintra";"1,819 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Lisboa";"EN 9 (Av. da Liberdade nº 158 C)";"Pero Pinheiro";"2715-097";38.85937;-9.32628
"ALVES MOTA, LDA.";"Outro";"Sintra";"1,879 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Lisboa";"EN 9 (Av. da Liberdade nº 158 C)";"Pero Pinheiro";"2715-097";38.85937;-9.32628
"ALVES MOTA, LDA.";"Outro";"Sintra";"2,029 €";"GALP";"Gasolina especial 98";"2025-03-31 13:10";"Lisboa";"EN 9 (Av. da Liberdade nº 158 C)";"Pero Pinheiro";"2715-097";38.85937;-9.32628
"ERFRAM - COMBUSTIVEIS ALGUEIRAO, LDA";"Outro";"Sintra";"1,714 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Lisboa";"EN 250-1 (Largo José Lopes Miranda) Km 5,7";"Algueirão";"2725-073";38.80891;-9.33217
"ERFRAM - COMBUSTIVEIS ALGUEIRAO, LDA";"Outro";"Sintra";"1,764 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Lisboa";"EN 250-1 (Largo José Lopes Miranda) Km 5,7";"Algueirão";"2725-073";38.80891;-9.33217
"ERFRAM - COMBUSTIVEIS ALGUEIRAO, LDA";"Outro";"Sintra";"1,829 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Lisboa";"EN 250-1 (Largo José Lopes Miranda) Km 5,7";"Algueirão";"2725-073";38.80891;-9.33217
"ERFRAM - COMBUSTIVEIS ALGUEIRAO, LDA";"Outro";"Sintra";"1,879 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Lisboa";"EN 250-1 (Largo José Lopes Miranda) Km 5,7";"Algueirão";"2725-073";38.80891;-9.33217
"AUTO PINTASSILGO, LDA";"Outro";"Sintra";"1,704 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Lisboa";"EN 247 (Av. dos Bombeiros Voluntários nº 28) Km 79,7";"Colares";"2705-180";38.80063;-9.44707
"AUTO PINTASSILGO, LDA";"Outro";"Sintra";"1,764 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Lisboa";"EN 247 (Av. dos Bombeiros Voluntários nº 28) Km 79,7";"Colares";"2705-180";38.80063;-9.44707
"AUTO PINTASSILGO, LDA";"Outro";"Sintra";"1,839 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Lisboa";"EN 247 (Av. dos Bombeiros Voluntários nº 28) Km 79,7";"Colares";"2705-180";38.80063;-9.44707
"AUTO PINTASSILGO, LDA";"Outro";"Sintra";"1,899 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Lisboa";"EN 247 (Av. dos Bombeiros Voluntários nº 28) Km 79,7";"Colares";"2705-180";38.80063;-9.44707
"SEQUEIRA PINTO - COM. COMBS, LDA";"Outro";"Sintra";"1,694 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Lisboa";"Av. 25 de Abril";"Massamá Sul";"2745-000";38.756341;-9.288737
"SEQUEIRA PINTO - COM. COMBS, LDA";"Outro";"Sintra";"1,744 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Lisboa";"Av. 25 de Abril";"Massamá Sul";"2745-000";38.756341;-9.288737
"SEQUEIRA PINTO - COM. COMBS, LDA";"Outro";"Sintra";"1,819 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Lisboa";"Av. 25 de Abril";"Massamá Sul";"2745-000";38.756341;-9.288737
"SEQUEIRA PINTO - COM. COMBS, LDA";"Outro";"Sintra";"1,869 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Lisboa";"Av. 25 de Abril";"Massamá Sul";"2745-000";38.756341;-9.288737
"PETROPÓVOA - COMÉRCIO DE COMBUSTÍVEIS, LDA.";"Outro";"Sintra";"1,714 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Lisboa";"Arneiro dos Marinheiros";"São João das Lampas";"2710-343";38.86304;-9.41773
"PETROPÓVOA - COMÉRCIO DE COMBUSTÍVEIS, LDA.";"Outro";"Sintra";"1,774 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Lisboa";"Arneiro dos Marinheiros";"São João das Lampas";"2710-343";38.86304;-9.41773
"PETROPÓVOA - COMÉRCIO DE COMBUSTÍVEIS, LDA.";"Outro";"Sintra";"1,839 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Lisboa";"Arneiro dos Marinheiros";"São João das Lampas";"2710-343";38.86304;-9.41773
"PETROPÓVOA - COMÉRCIO DE COMBUSTÍVEIS, LDA.";"Outro";"Sintra";"1,899 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Lisboa";"Arneiro dos Marinheiros";"São João das Lampas";"2710-343";38.86304;-9.41773
"Mário & Meireles Lda";"Outro";"Mirandela";"1,669 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Bragança";"Rua Eng. José Machado Vaz, s/n";"Golfeiras";"5370-440";41.485954;-7.187969
"Mário & Meireles Lda";"Outro";"Mirandela";"1,719 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Bragança";"Rua Eng. José Machado Vaz, s/n";"Golfeiras";"5370-440";41.485954;-7.187969
"Mário & Meireles Lda";"Outro";"Mirandela";"1,244 €";"GALP";"Gasóleo colorido";"2025-03-31 13:10";"Bragança";"Rua Eng. José Machado Vaz, s/n";"Golfeiras";"5370-440";41.485954;-7.187969
"Mário & Meireles Lda";"Outro";"Mirandela";"1,794 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Bragança";"Rua Eng. José Machado Vaz, s/n";"Golfeiras";"5370-440";41.485954;-7.187969
"Mário & Meireles Lda";"Outro";"Mirandela";"2,004 €";"GALP";"Gasolina especial 98";"2025-03-31 13:10";"Bragança";"Rua Eng. José Machado Vaz, s/n";"Golfeiras";"5370-440";41.485954;-7.187969
"PETROMESTRE - UNIPESSOAL, LDA";"Outro";"Ourique";"1,694 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Beja";"EN 264 (IC 1 Km 674) Km 43,9";"Aldeia Palheiros";"7670-202";37.612423;-8.246112
"PETROMESTRE - UNIPESSOAL, LDA";"Outro";"Ourique";"1,754 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Beja";"EN 264 (IC 1 Km 674) Km 43,9";"Aldeia Palheiros";"7670-202";37.612423;-8.246112
"PETROMESTRE - UNIPESSOAL, LDA";"Outro";"Ourique";"1,819 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Beja";"EN 264 (IC 1 Km 674) Km 43,9";"Aldeia Palheiros";"7670-202";37.612423;-8.246112
"PETROMESTRE - UNIPESSOAL, LDA";"Outro";"Ourique";"1,879 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Beja";"EN 264 (IC 1 Km 674) Km 43,9";"Aldeia Palheiros";"7670-202";37.612423;-8.246112
"Caravela Lusa - Combustiveis, Ldª";"Outro";"Ovar";"1,699 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Aveiro";"Av. Dr. Francisco Sá Carneiro";"Ovar";"3880-000";40.865385;-8.619325
"Caravela Lusa - Combustiveis, Ldª";"Outro";"Ovar";"1,759 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Aveiro";"Av. Dr. Francisco Sá Carneiro";"Ovar";"3880-000";40.865385;-8.619325
"Caravela Lusa - Combustiveis, Ldª";"Outro";"Ovar";"1,824 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Aveiro";"Av. Dr. Francisco Sá Carneiro";"Ovar";"3880-000";40.865385;-8.619325
"Caravela Lusa - Combustiveis, Ldª";"Outro";"Ovar";"1,884 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Aveiro";"Av. Dr. Francisco Sá Carneiro";"Ovar";"3880-000";40.865385;-8.619325
"Caravela Lusa - Comb. Lda";"Outro";"Ovar";"1,659 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Aveiro";"EN 109, Km 38,3 - N/S";"Valega";"3880-000";40.83553;-8.58451
"Caravela Lusa - Comb. Lda";"Outro";"Ovar";"1,709 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Aveiro";"EN 109, Km 38,3 - N/S";"Valega";"3880-000";40.83553;-8.58451
"Caravela Lusa - Comb. Lda";"Outro";"Ovar";"1,194 €";"GALP";"Gasóleo colorido";"2025-03-31 13:10";"Aveiro";"EN 109, Km 38,3 - N/S";"Valega";"3880-000";40.83553;-8.58451
"Caravela Lusa - Comb. Lda";"Outro";"Ovar";"1,784 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Aveiro";"EN 109, Km 38,3 - N/S";"Valega";"3880-000";40.83553;-8.58451
"Caravela Lusa - Comb. Lda";"Outro";"Ovar";"1,834 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Aveiro";"EN 109, Km 38,3 - N/S";"Valega";"3880-000";40.83553;-8.58451
"Caravela Lusa, Lda(1)";"Outro";"Ovar";"1,659 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Aveiro";"EN 109 Km 38,3";"Valega";"3880-000";40.835594;-8.584265
"Caravela Lusa, Lda(1)";"Outro";"Ovar";"1,784 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Aveiro";"EN 109 Km 38,3";"Valega";"3880-000";40.835594;-8.584265
"FSI - Comércio de Combustíveis, SA";"Outro";"Paços de Ferreira";"1,669 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Porto";"EN 207";"Freamunde";"4594-905";41.28725;-8.34151
"FSI - Comércio de Combustíveis, SA";"Outro";"Paços de Ferreira";"1,719 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Porto";"EN 207";"Freamunde";"4594-905";41.28725;-8.34151
"FSI - Comércio de Combustíveis, SA";"Outro";"Paços de Ferreira";"1,204 €";"GALP";"Gasóleo colorido";"2025-03-31 13:10";"Porto";"EN 207";"Freamunde";"4594-905";41.28725;-8.34151
"FSI - Comércio de Combustíveis, SA";"Outro";"Paços de Ferreira";"1,794 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Porto";"EN 207";"Freamunde";"4594-905";41.28725;-8.34151
"FSI - Comércio de Combustíveis, SA";"Outro";"Paços de Ferreira";"1,844 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Porto";"EN 207";"Freamunde";"4594-905";41.28725;-8.34151
"FSI - Comércio de Combustíveis, SA";"Outro";"Paços de Ferreira";"2,004 €";"GALP";"Gasolina especial 98";"2025-03-31 13:10";"Porto";"EN 207";"Freamunde";"4594-905";41.28725;-8.34151
"Petrourém - Sociedade Ouriense Derivados do Petroleo Lda.";"Outro";"Ourém";"1,694 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Santarém";"Av. Nuno Álvares Pereira";"Vila Nova de Ourém";"2490-483";39.656183;-8.570691
"Petrourém - Sociedade Ouriense Derivados do Petroleo Lda.";"Outro";"Ourém";"1,744 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Santarém";"Av. Nuno Álvares Pereira";"Vila Nova de Ourém";"2490-483";39.656183;-8.570691
"Petrourém - Sociedade Ouriense Derivados do Petroleo Lda.";"Outro";"Ourém";"1,244 €";"GALP";"Gasóleo colorido";"2025-03-31 13:10";"Santarém";"Av. Nuno Álvares Pereira";"Vila Nova de Ourém";"2490-483";39.656183;-8.570691
"Petrourém - Sociedade Ouriense Derivados do Petroleo Lda.";"Outro";"Ourém";"1,819 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Santarém";"Av. Nuno Álvares Pereira";"Vila Nova de Ourém";"2490-483";39.656183;-8.570691
"Petrourém - Sociedade Ouriense Derivados do Petroleo Lda.";"Outro";"Ourém";"1,869 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Santarém";"Av. Nuno Álvares Pereira";"Vila Nova de Ourém";"2490-483";39.656183;-8.570691
"Petrourém - Sociedade Ouriense Derivados do Petroleo Lda.";"Outro";"Ourém";"2,029 €";"GALP";"Gasolina especial 98";"2025-03-31 13:10";"Santarém";"Av. Nuno Álvares Pereira";"Vila Nova de Ourém";"2490-483";39.656183;-8.570691
"VGV - Abast.Mont.Gás,Unipessoal,Lda.";"Outro";"Paredes";"1,694 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Porto";"Av. dos Bombeiros Voluntários";"Paredes";"4580-053";41.205741;-8.337214
"VGV - Abast.Mont.Gás,Unipessoal,Lda.";"Outro";"Paredes";"1,744 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Porto";"Av. dos Bombeiros Voluntários";"Paredes";"4580-053";41.205741;-8.337214
"VGV - Abast.Mont.Gás,Unipessoal,Lda.";"Outro";"Paredes";"1,819 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Porto";"Av. dos Bombeiros Voluntários";"Paredes";"4580-053";41.205741;-8.337214
"VGV - Abast.Mont.Gás,Unipessoal,Lda.";"Outro";"Paredes";"1,869 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Porto";"Av. dos Bombeiros Voluntários";"Paredes";"4580-053";41.205741;-8.337214
"Chamauto,lda Cristelo";"Outro";"Paredes";"1,659 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Porto";"Rua Casimiro Neto da Silva nº 416";"Cristelo";"4580-354";41.23523;-8.36166
"Chamauto,lda Cristelo";"Outro";"Paredes";"1,719 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Porto";"Rua Casimiro Neto da Silva nº 416";"Cristelo";"4580-354";41.23523;-8.36166
"Chamauto,lda Cristelo";"Outro";"Paredes";"1,784 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Porto";"Rua Casimiro Neto da Silva nº 416";"Cristelo";"4580-354";41.23523;-8.36166
"Chamauto,lda Cristelo";"Outro";"Paredes";"1,844 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Porto";"Rua Casimiro Neto da Silva nº 416";"Cristelo";"4580-354";41.23523;-8.36166
"GALP A2 A.S. Palmela (N/S)";"Auto-estrada";"Palmela";"1,749 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Setúbal";"A2 - Km 31,2 (N/S)";"Torneiros";"2951-901";38.585674;-8.929609
"GALP A2 A.S. Palmela (N/S)";"Auto-estrada";"Palmela";"1,809 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Setúbal";"A2 - Km 31,2 (N/S)";"Torneiros";"2951-901";38.585674;-8.929609
"GALP A2 A.S. Palmela (N/S)";"Auto-estrada";"Palmela";"1,874 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Setúbal";"A2 - Km 31,2 (N/S)";"Torneiros";"2951-901";38.585674;-8.929609
"GALP A2 A.S. Palmela (N/S)";"Auto-estrada";"Palmela";"1,934 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Setúbal";"A2 - Km 31,2 (N/S)";"Torneiros";"2951-901";38.585674;-8.929609
"GALP A2 A.S. Palmela (N/S)";"Auto-estrada";"Palmela";"2,084 €";"GALP";"Gasolina especial 98";"2025-03-31 13:10";"Setúbal";"A2 - Km 31,2 (N/S)";"Torneiros";"2951-901";38.585674;-8.929609
"GALP A2 A.S. Palmela (S/N)";"Auto-estrada";"Palmela";"1,029 €";"GALP";"GPL Auto";"2025-03-31 13:10";"Setúbal";"A2 - Km 31,2 (S/N)";"Torneiros";"2951-901";38.584676;-8.931184
"GALP A2 A.S. Palmela (S/N)";"Auto-estrada";"Palmela";"1,749 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Setúbal";"A2 - Km 31,2 (S/N)";"Torneiros";"2951-901";38.584676;-8.931184
"GALP A2 A.S. Palmela (S/N)";"Auto-estrada";"Palmela";"1,809 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Setúbal";"A2 - Km 31,2 (S/N)";"Torneiros";"2951-901";38.584676;-8.931184
"GALP A2 A.S. Palmela (S/N)";"Auto-estrada";"Palmela";"1,874 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Setúbal";"A2 - Km 31,2 (S/N)";"Torneiros";"2951-901";38.584676;-8.931184
"GALP A2 A.S. Palmela (S/N)";"Auto-estrada";"Palmela";"1,934 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Setúbal";"A2 - Km 31,2 (S/N)";"Torneiros";"2951-901";38.584676;-8.931184
"GALP A2 A.S. Palmela (S/N)";"Auto-estrada";"Palmela";"2,084 €";"GALP";"Gasolina especial 98";"2025-03-31 13:10";"Setúbal";"A2 - Km 31,2 (S/N)";"Torneiros";"2951-901";38.584676;-8.931184
"Estação de Serviço Central, Lda._2";"Outro";"Palmela";"1,654 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Setúbal";"Av. Visconde do Tojal";"Cabanas";"2950-604";38.55725;-8.96407
"Estação de Serviço Central, Lda._2";"Outro";"Palmela";"1,704 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Setúbal";"Av. Visconde do Tojal";"Cabanas";"2950-604";38.55725;-8.96407
"Estação de Serviço Central, Lda._2";"Outro";"Palmela";"1,244 €";"GALP";"Gasóleo colorido";"2025-03-31 13:10";"Setúbal";"Av. Visconde do Tojal";"Cabanas";"2950-604";38.55725;-8.96407
"Estação de Serviço Central, Lda._2";"Outro";"Palmela";"1,779 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Setúbal";"Av. Visconde do Tojal";"Cabanas";"2950-604";38.55725;-8.96407
"Estação de Serviço Central, Lda._2";"Outro";"Palmela";"1,829 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Setúbal";"Av. Visconde do Tojal";"Cabanas";"2950-604";38.55725;-8.96407
"J. J. BEJA, LDA.";"Outro";"Palmela";"1,694 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Setúbal";"EN 252 (Rua Gago Coutinho e Sacadura Cabral) Km 7,9";"Pinhal Novo";"2950-204";38.62242;-8.91661
"J. J. BEJA, LDA.";"Outro";"Palmela";"1,744 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Setúbal";"EN 252 (Rua Gago Coutinho e Sacadura Cabral) Km 7,9";"Pinhal Novo";"2950-204";38.62242;-8.91661
"J. J. BEJA, LDA.";"Outro";"Palmela";"1,244 €";"GALP";"Gasóleo colorido";"2025-03-31 13:10";"Setúbal";"EN 252 (Rua Gago Coutinho e Sacadura Cabral) Km 7,9";"Pinhal Novo";"2950-204";38.62242;-8.91661
"J. J. BEJA, LDA.";"Outro";"Palmela";"1,819 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Setúbal";"EN 252 (Rua Gago Coutinho e Sacadura Cabral) Km 7,9";"Pinhal Novo";"2950-204";38.62242;-8.91661
"J. J. BEJA, LDA.";"Outro";"Palmela";"1,869 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Setúbal";"EN 252 (Rua Gago Coutinho e Sacadura Cabral) Km 7,9";"Pinhal Novo";"2950-204";38.62242;-8.91661
"J. J. BEJA, LDA.";"Outro";"Palmela";"2,029 €";"GALP";"Gasolina especial 98";"2025-03-31 13:10";"Setúbal";"EN 252 (Rua Gago Coutinho e Sacadura Cabral) Km 7,9";"Pinhal Novo";"2950-204";38.62242;-8.91661
"ESTAÇÃO DE SERVIÇO CENTRAL, LDA.";"Outro";"Moita";"1,669 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Setúbal";"EN 11 Km 28";"Chão Duro";"2860-606";38.666486;-8.981581
"ESTAÇÃO DE SERVIÇO CENTRAL, LDA.";"Outro";"Moita";"1,719 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Setúbal";"EN 11 Km 28";"Chão Duro";"2860-606";38.666486;-8.981581
"ESTAÇÃO DE SERVIÇO CENTRAL, LDA.";"Outro";"Moita";"1,794 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Setúbal";"EN 11 Km 28";"Chão Duro";"2860-606";38.666486;-8.981581
"ESTAÇÃO DE SERVIÇO CENTRAL, LDA.";"Outro";"Moita";"1,844 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Setúbal";"EN 11 Km 28";"Chão Duro";"2860-606";38.666486;-8.981581
"ESTAÇÃO DE SERVIÇO CENTRAL, LDA.";"Outro";"Moita";"2,004 €";"GALP";"Gasolina especial 98";"2025-03-31 13:10";"Setúbal";"EN 11 Km 28";"Chão Duro";"2860-606";38.666486;-8.981581
"ESTAÇÃO DE SERVIÇO CENTRAL, LDA. (A. Vedros)";"Outro";"Moita";"1,669 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Setúbal";"EN 11 Km 22,65";"Alhos Vedros";"2860-024";38.65309;-9.02071
"ESTAÇÃO DE SERVIÇO CENTRAL, LDA. (A. Vedros)";"Outro";"Moita";"1,719 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Setúbal";"EN 11 Km 22,65";"Alhos Vedros";"2860-024";38.65309;-9.02071
"ESTAÇÃO DE SERVIÇO CENTRAL, LDA. (A. Vedros)";"Outro";"Moita";"1,794 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Setúbal";"EN 11 Km 22,65";"Alhos Vedros";"2860-024";38.65309;-9.02071
"ESTAÇÃO DE SERVIÇO CENTRAL, LDA. (A. Vedros)";"Outro";"Moita";"1,844 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Setúbal";"EN 11 Km 22,65";"Alhos Vedros";"2860-024";38.65309;-9.02071
"Manuel Temporão Esteves, Lda.";"Outro";"Monção";"1,654 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Viana do Castelo";"EN 202, Km 116,63";"Barbeita";"4950-045";42.07102;-8.41345
"Manuel Temporão Esteves, Lda.";"Outro";"Monção";"1,704 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Viana do Castelo";"EN 202, Km 116,63";"Barbeita";"4950-045";42.07102;-8.41345
"Manuel Temporão Esteves, Lda.";"Outro";"Monção";"1,244 €";"GALP";"Gasóleo colorido";"2025-03-31 13:10";"Viana do Castelo";"EN 202, Km 116,63";"Barbeita";"4950-045";42.07102;-8.41345
"Manuel Temporão Esteves, Lda.";"Outro";"Monção";"1,779 €";"GALP";"Gasolina simples 95";"2025-03-31 13:10";"Viana do Castelo";"EN 202, Km 116,63";"Barbeita";"4950-045";42.07102;-8.41345
"Manuel Temporão Esteves, Lda.";"Outro";"Monção";"1,829 €";"GALP";"Gasolina especial 95";"2025-03-31 13:10";"Viana do Castelo";"EN 202, Km 116,63";"Barbeita";"4950-045";42.07102;-8.41345
"Teixeira e Loureiro, lda";"Outro";"Monção";"1,654 €";"GALP";"Gasóleo simples";"2025-03-31 13:10";"Viana do Castelo";"EN 101, Km 19,600";"Lugar da Estrada - Mazedo";"4950-288";42.062589;-8.488212
"Teixeira e Loureiro, lda";"Outro";"Monção";"1,704 €";"GALP";"Gasóleo especial";"2025-03-31 13:10";"Viana do Castelo";"EN 101, Km 19,600";"Lugar da Estrada - Mazedo";"4950-288";42.062589;-8.488212
